Tagged
"slatach<Aq-s>, shlatach<Aq-s--l>, slataiche<Apc>, shlataiche<Apc--l>, , , slatach<Aq-p>, shlatach<Aq-p--l>, slataich<Aq-smg>, shlataich<Aq-smg--l>, slataiche<Aq-sfg>, shlataiche<Aq-sfg--l>, slataich<Aq-sfd>, shlataich<Aq-sfd--l>, , "
"slatail<Aq-s>, shlatail<Aq-s--l>, slataile<Apc>, shlataile<Apc--l>, , , slatail<Aq-p>, shlatail<Aq-p--l>, slatail<Aq-smg>, shlatail<Aq-smg--l>, slataile<Aq-sfg>, shlataile<Aq-sfg--l>, slatail<Aq-sfd>, shlatail<Aq-sfd--l>, , "
"sleachd<Aq-s>, sleac<Aq-s>, shleachd<Aq-s--l>, shleac<Aq-s--l>, sleachd<Apc>, sleac<Apc>, shleachd<Apc--l>, shleac<Apc--l>, , , sleachda<Aq-p>, sleaca<Aq-p>, shleachda<Aq-p--l>, shleaca<Aq-p--l>, sleachd<Aq-smg>, sleac<Aq-smg>, shleachd<Aq-smg--l>, shleac<Aq-smg--l>, sleachd<Aq-sfg>, sleac<Aq-sfg>, shleachd<Aq-sfg--l>, shleac<Aq-sfg--l>, sleachd<Aq-sfd>, sleac<Aq-sfd>, shleachd<Aq-sfd--l>, shleac<Aq-sfd--l>, , "
"slèagach<Aq-s>, shlèagach<Aq-s--l>, slèagaiche<Apc>, shlèagaiche<Apc--l>, , , slèagach<Aq-p>, shlèagach<Aq-p--l>, slèagaich<Aq-smg>, shlèagaich<Aq-smg--l>, slèagaiche<Aq-sfg>, shlèagaiche<Aq-sfg--l>, slèagaich<Aq-sfd>, shlèagaich<Aq-sfd--l>, , "
"sleaghach<Aq-s>, shleaghach<Aq-s--l>, sleaghaiche<Apc>, shleaghaiche<Apc--l>, , , sleaghach<Aq-p>, shleaghach<Aq-p--l>, sleaghaich<Aq-smg>, shleaghaich<Aq-smg--l>, sleaghaiche<Aq-sfg>, shleaghaiche<Aq-sfg--l>, sleaghaich<Aq-sfd>, shleaghaich<Aq-sfd--l>, , "
"sleamhainn<Aq-s>, sleamhain<Aq-s>, sleamhuinn<Aq-s>, shleamhainn<Aq-s--l>, shleamhain<Aq-s--l>, shleamhuinn<Aq-s--l>, sleamhainne<Apc>, sleamhaine<Apc>, sleamhna<Apc>, shleamhainne<Apc--l>, shleamhaine<Apc--l>, shleamhna<Apc--l>, , , sleamhainn<Aq-p>, sleamhain<Aq-p>, sleamhuinn<Aq-p>, shleamhainn<Aq-p--l>, shleamhain<Aq-p--l>, shleamhuinn<Aq-p--l>, sleamhainn<Aq-smg>, sleamhain<Aq-smg>, sleamhuinn<Aq-smg>, shleamhainn<Aq-smg--l>, shleamhain<Aq-smg--l>, shleamhuinn<Aq-smg--l>, sleamhainne<Aq-sfg>, sleamhuinne<Aq-sfg>, sleamhuinne<Aq-sfg>, shleamhainne<Aq-sfg--l>, shleamhuinne<Aq-sfg--l>, shleamhuinne<Aq-sfg--l>, sleamhainn<Aq-sfd>, sleamhain<Aq-sfd>, sleamhuinn<Aq-sfd>, shleamhainn<Aq-sfd--l>, shleamhain<Aq-sfd--l>, shleamhuinn<Aq-sfd--l>, , "
"sleamhnach<Aq-s>, shleamhnach<Aq-s--l>, sleamhnaiche<Apc>, shleamhnaiche<Apc--l>, , , sleamhnach<Aq-p>, shleamhnach<Aq-p--l>, sleamhnaich<Aq-smg>, shleamhnaich<Aq-smg--l>, sleamhnaiche<Aq-sfg>, shleamhnaiche<Aq-sfg--l>, sleamhnaich<Aq-sfd>, shleamhnaich<Aq-sfd--l>, , "
"sleamhnachail<Aq-s>, shleamhnachail<Aq-s--l>, sleamhnachaile<Apc>, shleamhnachaile<Apc--l>, , , sleamhnachail<Aq-p>, shleamhnachail<Aq-p--l>, sleamhnachail<Aq-smg>, shleamhnachail<Aq-smg--l>, sleamhnachaile<Aq-sfg>, shleamhnachaile<Aq-sfg--l>, sleamhnachail<Aq-sfd>, shleamhnachail<Aq-sfd--l>, , "
"slèibhteach<Aq-s>, sléibhteach<Aq-s>, shlèibhteach<Aq-s--l>, shléibhteach<Aq-s--l>, slèibhtiche<Apc>, sléibhtiche<Apc>, shlèibhtiche<Apc--l>, shléibhtiche<Apc--l>, , , slèibhteach<Aq-p>, sléibhteach<Aq-p>, shlèibhteach<Aq-p--l>, shléibhteach<Aq-p--l>, slèibhtich<Aq-smg>, sléibhtich<Aq-smg>, shlèibhtich<Aq-smg--l>, shléibhtich<Aq-smg--l>, slèibhtiche<Aq-sfg>, sléibhtiche<Aq-sfg>, shlèibhtiche<Aq-sfg--l>, shléibhtiche<Aq-sfg--l>, slèibhtich<Aq-sfd>, sléibhtich<Aq-sfd>, shlèibhtich<Aq-sfd--l>, shléibhtich<Aq-sfd--l>, , "
"slèisneach<Aq-s>, sléisneach<Aq-s>, shlèisneach<Aq-s--l>, shléisneach<Aq-s--l>, slèisniche<Apc>, sléisniche<Apc>, shlèisniche<Apc--l>, shléisniche<Apc--l>, , , slèisneach<Aq-p>, sléisneach<Aq-p>, shlèisneach<Aq-p--l>, shléisneach<Aq-p--l>, slèisnich<Aq-smg>, sléisnich<Aq-smg>, shlèisnich<Aq-smg--l>, shléisnich<Aq-smg--l>, slèisniche<Aq-sfg>, sléisniche<Aq-sfg>, shlèisniche<Aq-sfg--l>, shléisniche<Aq-sfg--l>, slèisnich<Aq-sfd>, sléisnich<Aq-sfd>, shlèisnich<Aq-sfd--l>, shléisnich<Aq-sfd--l>, , "
"slèisteach<Aq-s>, sléisteach<Aq-s>, sléisdeach<Aq-s>, slèisdeach<Aq-s>, shlèisteach<Aq-s--l>, shléisteach<Aq-s--l>, shléisdeach<Aq-s--l>, shlèisdeach<Aq-s--l>, slèistiche<Apc>, sléistiche<Apc>, sléisdiche<Apc>, slèisdiche<Apc>, shlèistiche<Apc--l>, shléistiche<Apc--l>, shléisdiche<Apc--l>, shlèisdiche<Apc--l>, , , slèisteach<Aq-p>, sléisteach<Aq-p>, sléisdeach<Aq-p>, slèisdeach<Aq-p>, shlèisteach<Aq-p--l>, shléisteach<Aq-p--l>, shléisdeach<Aq-p--l>, shlèisdeach<Aq-p--l>, slèistich<Aq-smg>, sléistich<Aq-smg>, sléisdich<Aq-smg>, slèisdich<Aq-smg>, shlèistich<Aq-smg--l>, shléistich<Aq-smg--l>, shléisdich<Aq-smg--l>, shlèisdich<Aq-smg--l>, slèistiche<Aq-sfg>, sléistiche<Aq-sfg>, sléisdiche<Aq-sfg>, slèisdiche<Aq-sfg>, shlèistiche<Aq-sfg--l>, shléistiche<Aq-sfg--l>, shléisdiche<Aq-sfg--l>, shlèisdiche<Aq-sfg--l>, slèistich<Aq-sfd>, sléistich<Aq-sfd>, sléisdich<Aq-sfd>, slèisdich<Aq-sfd>, shlèistich<Aq-sfd--l>, shléistich<Aq-sfd--l>, shléisdich<Aq-sfd--l>, shlèisdich<Aq-sfd--l>, , "
"slèisteanach<Aq-s>, sléisteanach<Aq-s>, sléisdeanach<Aq-s>, shlèisteanach<Aq-s--l>, shléisteanach<Aq-s--l>, shléisdeanach<Aq-s--l>, slèisteanaiche<Apc>, sléisteanaiche<Apc>, sléisdeanaiche<Apc>, shlèisteanaiche<Apc--l>, shléisteanaiche<Apc--l>, shléisdeanaiche<Apc--l>, , , slèisteanach<Aq-p>, sléisteanach<Aq-p>, sléisdeanach<Aq-p>, shlèisteanach<Aq-p--l>, shléisteanach<Aq-p--l>, shléisdeanach<Aq-p--l>, slèisteanaich<Aq-smg>, sléisteanaich<Aq-smg>, sléisdeanaich<Aq-smg>, shlèisteanaich<Aq-smg--l>, shléisteanaich<Aq-smg--l>, shléisdeanaich<Aq-smg--l>, slèisteanaiche<Aq-sfg>, sléisteanaiche<Aq-sfg>, sléisdeanaiche<Aq-sfg>, shlèisteanaiche<Aq-sfg--l>, shléisteanaiche<Aq-sfg--l>, shléisdeanaiche<Aq-sfg--l>, slèisteanaich<Aq-sfd>, sléisteanaich<Aq-sfd>, sléisdeanaich<Aq-sfd>, shlèisteanaich<Aq-sfd--l>, shléisteanaich<Aq-sfd--l>, shléisdeanaich<Aq-sfd--l>, , "
"Sléiteach<Aq-s>, Sléibhteach<Aq-s>, Slèiteach<Aq-s>, Slèibhteach<Aq-s>, Shléiteach<Aq-s--l>, Shléibhteach<Aq-s--l>, Shlèiteach<Aq-s--l>, Shlèibhteach<Aq-s--l>, Sléitiche<Apc>, Sléibhtiche<Apc>, Slèitiche<Apc>, Slèibhtiche<Apc>, Shléitiche<Apc--l>, Shléibhtiche<Apc--l>, Shlèitiche<Apc--l>, Shlèibhtiche<Apc--l>, , , Sléiteach<Aq-p>, Sléibhteach<Aq-p>, Slèiteach<Aq-p>, Slèibhteach<Aq-p>, Shléiteach<Aq-p--l>, Shléibhteach<Aq-p--l>, Shlèiteach<Aq-p--l>, Shlèibhteach<Aq-p--l>, Sléitich<Aq-smg>, Sléibhtich<Aq-smg>, Slèitich<Aq-smg>, Slèibhtich<Aq-smg>, Shléitich<Aq-smg--l>, Shléibhtich<Aq-smg--l>, Shlèitich<Aq-smg--l>, Shlèibhtich<Aq-smg--l>, Sléitiche<Aq-sfg>, Sléibhtiche<Aq-sfg>, Slèitiche<Aq-sfg>, Slèibhtiche<Aq-sfg>, Shléitiche<Aq-sfg--l>, Shléibhtiche<Aq-sfg--l>, Shlèitiche<Aq-sfg--l>, Shlèibhtiche<Aq-sfg--l>, Sléitich<Aq-sfd>, Sléibhtich<Aq-sfd>, Slèitich<Aq-sfd>, Slèibhtich<Aq-sfd>, Shléitich<Aq-sfd--l>, Shléibhtich<Aq-sfd--l>, Shlèitich<Aq-sfd--l>, Shlèibhtich<Aq-sfd--l>, , "
"sliabhach<Aq-s>, shliabhach<Aq-s--l>, sliabhaiche<Apc>, shliabhaiche<Apc--l>, , , sliabhach<Aq-p>, shliabhach<Aq-p--l>, sliabhaich<Aq-smg>, shliabhaich<Aq-smg--l>, sliabhaiche<Aq-sfg>, shliabhaiche<Aq-sfg--l>, sliabhaich<Aq-sfd>, shliabhaich<Aq-sfd--l>, , "
"slibist<Aq-s>, shlibist<Aq-s--l>, slibiste<Apc>, shlibiste<Apc--l>, , , slibist<Aq-p>, shlibist<Aq-p--l>, slibist<Aq-smg>, shlibist<Aq-smg--l>, slibiste<Aq-sfg>, shlibiste<Aq-sfg--l>, slibist<Aq-sfd>, shlibist<Aq-sfd--l>, , "
"sligeach<Aq-s>, shligeach<Aq-s--l>, sligiche<Apc>, shligiche<Apc--l>, , , sligeach<Aq-p>, shligeach<Aq-p--l>, sligich<Aq-smg>, shligich<Aq-smg--l>, sligiche<Aq-sfg>, shligiche<Aq-sfg--l>, sligich<Aq-sfd>, shligich<Aq-sfd--l>, , "
"sligheach<Aq-s>, shligheach<Aq-s--l>, slighiche<Apc>, shlighiche<Apc--l>, , , sligheach<Aq-p>, shligheach<Aq-p--l>, slighich<Aq-smg>, shlighich<Aq-smg--l>, slighiche<Aq-sfg>, shlighiche<Aq-sfg--l>, slighich<Aq-sfd>, shlighich<Aq-sfd--l>, , "
"slighearra<Aq-s>, shlighearra<Aq-s--l>, slighearra<Apc>, shlighearra<Apc--l>, , , slighearra<Aq-p>, shlighearra<Aq-p--l>, slighearra<Aq-smg>, shlighearra<Aq-smg--l>, slighearra<Aq-sfg>, shlighearra<Aq-sfg--l>, slighearra<Aq-sfd>, shlighearra<Aq-sfd--l>, , "
"sligneach<Aq-s>, shligneach<Aq-s--l>, sligniche<Apc>, shligniche<Apc--l>, , , sligneach<Aq-p>, shligneach<Aq-p--l>, slignich<Aq-smg>, shlignich<Aq-smg--l>, sligniche<Aq-sfg>, shligniche<Aq-sfg--l>, slignich<Aq-sfd>, shlignich<Aq-sfd--l>, , "
"slinneanach<Aq-s>, slinneineach<Aq-s>, shlinneanach<Aq-s--l>, shlinneineach<Aq-s--l>, slinneanaiche<Apc>, slinneiniche<Apc>, shlinneanaiche<Apc--l>, shlinneiniche<Apc--l>, , , slinneanach<Aq-p>, slinneineach<Aq-p>, shlinneanach<Aq-p--l>, shlinneineach<Aq-p--l>, slinneanaich<Aq-smg>, slinneinich<Aq-smg>, shlinneanaich<Aq-smg--l>, shlinneinich<Aq-smg--l>, slinneanaiche<Aq-sfg>, slinneiniche<Aq-sfg>, shlinneanaiche<Aq-sfg--l>, shlinneiniche<Aq-sfg--l>, slinneanaich<Aq-sfd>, slinneinich<Aq-sfd>, shlinneanaich<Aq-sfd--l>, shlinneinich<Aq-sfd--l>, , "
"slìob-cheannach<Aq-s>, shlìob-cheannach<Aq-s--l>, slìob-cheannaiche<Apc>, shlìob-cheannaiche<Apc--l>, , , slìob-cheannach<Aq-p>, shlìob-cheannach<Aq-p--l>, slìob-cheannaich<Aq-smg>, shlìob-cheannaich<Aq-smg--l>, slìob-cheannaiche<Aq-sfg>, shlìob-cheannaiche<Aq-sfg--l>, slìob-cheannaich<Aq-sfd>, shlìob-cheannaich<Aq-sfd--l>, , "
"slìobach<Aq-s>, shlìobach<Aq-s--l>, slìobaiche<Apc>, shlìobaiche<Apc--l>, , , slìobach<Aq-p>, shlìobach<Aq-p--l>, slìobaich<Aq-smg>, shlìobaich<Aq-smg--l>, slìobaiche<Aq-sfg>, shlìobaiche<Aq-sfg--l>, slìobaich<Aq-sfd>, shlìobaich<Aq-sfd--l>, , "
"slìobte<Aq-s>, slìobta<Aq-s>, shlìobte<Aq-s--l>, shlìobta<Aq-s--l>, slìobte<Apc>, slìobta<Apc>, shlìobte<Apc--l>, shlìobta<Apc--l>, , , slìobte<Aq-p>, slìobta<Aq-p>, shlìobte<Aq-p--l>, shlìobta<Aq-p--l>, slìobte<Aq-smg>, slìobta<Aq-smg>, shlìobte<Aq-smg--l>, shlìobta<Aq-smg--l>, slìobte<Aq-sfg>, slìobta<Aq-sfg>, shlìobte<Aq-sfg--l>, shlìobta<Aq-sfg--l>, slìobte<Aq-sfd>, slìobta<Aq-sfd>, shlìobte<Aq-sfd--l>, shlìobta<Aq-sfd--l>, , "
"slìogach<Aq-s>, shlìogach<Aq-s--l>, slìogaiche<Apc>, shlìogaiche<Apc--l>, , , slìogach<Aq-p>, shlìogach<Aq-p--l>, slìogaich<Aq-smg>, shlìogaich<Aq-smg--l>, slìogaiche<Aq-sfg>, shlìogaiche<Aq-sfg--l>, slìogaich<Aq-sfd>, shlìogaich<Aq-sfd--l>, , "
"slìom<Aq-s>, shlìom<Aq-s--l>, slìoma<Apc>, shlìoma<Apc--l>, , , slìoma<Aq-p>, shlìoma<Aq-p--l>, slìom<Aq-smg>, shlìom<Aq-smg--l>, slìoma<Aq-sfg>, shlìoma<Aq-sfg--l>, slìom<Aq-sfd>, shlìom<Aq-sfd--l>, , "
"slìomach<Aq-s>, shlìomach<Aq-s--l>, slìomaiche<Apc>, shlìomaiche<Apc--l>, , , slìomach<Aq-p>, shlìomach<Aq-p--l>, slìomaich<Aq-smg>, shlìomaich<Aq-smg--l>, slìomaiche<Aq-sfg>, shlìomaiche<Aq-sfg--l>, slìomaich<Aq-sfd>, shlìomaich<Aq-sfd--l>, , "
"sliopach<Aq-s>, sliobach<Aq-s>, shliopach<Aq-s--l>, shliobach<Aq-s--l>, sliopaiche<Apc>, sliobaiche<Apc>, shliopaiche<Apc--l>, shliobaiche<Apc--l>, , , sliopach<Aq-p>, sliobach<Aq-p>, shliopach<Aq-p--l>, shliobach<Aq-p--l>, sliopaich<Aq-smg>, sliobaich<Aq-smg>, shliopaich<Aq-smg--l>, shliobaich<Aq-smg--l>, sliopaiche<Aq-sfg>, sliobaiche<Aq-sfg>, shliopaiche<Aq-sfg--l>, shliobaiche<Aq-sfg--l>, sliopaich<Aq-sfd>, sliobaich<Aq-sfd>, shliopaich<Aq-sfd--l>, shliobaich<Aq-sfd--l>, , "
"slios-rèidh<Aq-s>, slios-réidh<Aq-s>, shlios-rèidh<Aq-s--l>, shlios-réidh<Aq-s--l>, slios-rèidhe<Apc>, slios-réidhe<Apc>, shlios-rèidhe<Apc--l>, shlios-réidhe<Apc--l>, , , slios-rèidh<Aq-p>, slios-réidh<Aq-p>, shlios-rèidh<Aq-p--l>, shlios-réidh<Aq-p--l>, slios-rèidh<Aq-smg>, slios-réidh<Aq-smg>, shlios-rèidh<Aq-smg--l>, shlios-réidh<Aq-smg--l>, slios-rèidhe<Aq-sfg>, slios-réidhe<Aq-sfg>, shlios-rèidhe<Aq-sfg--l>, shlios-réidhe<Aq-sfg--l>, slios-rèidh<Aq-sfd>, slios-réidh<Aq-sfd>, shlios-rèidh<Aq-sfd--l>, shlios-réidh<Aq-sfd--l>, , "
"sliosach<Aq-s>, shliosach<Aq-s--l>, sliosaiche<Apc>, shliosaiche<Apc--l>, , , sliosach<Aq-p>, shliosach<Aq-p--l>, sliosaich<Aq-smg>, shliosaich<Aq-smg--l>, sliosaiche<Aq-sfg>, shliosaiche<Aq-sfg--l>, sliosaich<Aq-sfd>, shliosaich<Aq-sfd--l>, , "
"slipeach<Aq-s>, sliopach<Aq-s>, sliobach<Aq-s>, shlipeach<Aq-s--l>, shliopach<Aq-s--l>, shliobach<Aq-s--l>, slipiche<Apc>, sliopaiche<Apc>, sliobaiche<Apc>, shlipiche<Apc--l>, shliopaiche<Apc--l>, shliobaiche<Apc--l>, , , slipeach<Aq-p>, sliopach<Aq-p>, sliobach<Aq-p>, shlipeach<Aq-p--l>, shliopach<Aq-p--l>, shliobach<Aq-p--l>, slipich<Aq-smg>, sliopaich<Aq-smg>, sliobaich<Aq-smg>, shlipich<Aq-smg--l>, shliopaich<Aq-smg--l>, shliobaich<Aq-smg--l>, slipiche<Aq-sfg>, sliopaiche<Aq-sfg>, sliobaiche<Aq-sfg>, shlipiche<Aq-sfg--l>, shliopaiche<Aq-sfg--l>, shliobaiche<Aq-sfg--l>, slipich<Aq-sfd>, sliopaich<Aq-sfd>, sliobaich<Aq-sfd>, shlipich<Aq-sfd--l>, shliopaich<Aq-sfd--l>, shliobaich<Aq-sfd--l>, , "
"sliseagach<Aq-s>, shliseagach<Aq-s--l>, sliseagaiche<Apc>, shliseagaiche<Apc--l>, , , sliseagach<Aq-p>, shliseagach<Aq-p--l>, sliseagaich<Aq-smg>, shliseagaich<Aq-smg--l>, sliseagaiche<Aq-sfg>, shliseagaiche<Aq-sfg--l>, sliseagaich<Aq-sfd>, shliseagaich<Aq-sfd--l>, , "
"slisneach<Aq-s>, shlisneach<Aq-s--l>, slisniche<Apc>, shlisniche<Apc--l>, , , slisneach<Aq-p>, shlisneach<Aq-p--l>, slisnich<Aq-smg>, shlisnich<Aq-smg--l>, slisniche<Aq-sfg>, shlisniche<Aq-sfg--l>, slisnich<Aq-sfd>, shlisnich<Aq-sfd--l>, , "
"slisnichte<Aq-s>, shlisnichte<Aq-s--l>, slisnichte<Apc>, shlisnichte<Apc--l>, , , slisnichte<Aq-p>, shlisnichte<Aq-p--l>, slisnichte<Aq-smg>, shlisnichte<Aq-smg--l>, slisnichte<Aq-sfg>, shlisnichte<Aq-sfg--l>, slisnichte<Aq-sfd>, shlisnichte<Aq-sfd--l>, , "
"slobach<Aq-s>, shlobach<Aq-s--l>, slobaiche<Apc>, shlobaiche<Apc--l>, , , slobach<Aq-p>, shlobach<Aq-p--l>, slobaich<Aq-smg>, shlobaich<Aq-smg--l>, slobaiche<Aq-sfg>, shlobaiche<Aq-sfg--l>, slobaich<Aq-sfd>, shlobaich<Aq-sfd--l>, , "
"Slòbhacach<Aq-s>, Shlòbhacach<Aq-s--l>, Slòbhacaiche<Apc>, Shlòbhacaiche<Apc--l>, , , Slòbhacach<Aq-p>, Shlòbhacach<Aq-p--l>, Slòbhacaich<Aq-smg>, Shlòbhacaich<Aq-smg--l>, Slòbhacaiche<Aq-sfg>, Shlòbhacaiche<Aq-sfg--l>, Slòbhacaich<Aq-sfd>, Shlòbhacaich<Aq-sfd--l>, , "
"Slòbhaineach<Aq-s>, Shlòbhaineach<Aq-s--l>, Slòbhainiche<Apc>, Shlòbhainiche<Apc--l>, , , Slòbhaineach<Aq-p>, Shlòbhaineach<Aq-p--l>, Slòbhainich<Aq-smg>, Shlòbhainich<Aq-smg--l>, Slòbhainiche<Aq-sfg>, Shlòbhainiche<Aq-sfg--l>, Slòbhainich<Aq-sfd>, Shlòbhainich<Aq-sfd--l>, , "
"slocach<Aq-s>, shlocach<Aq-s--l>, slocaiche<Apc>, shlocaiche<Apc--l>, , , slocach<Aq-p>, shlocach<Aq-p--l>, slocaich<Aq-smg>, shlocaich<Aq-smg--l>, slocaiche<Aq-sfg>, shlocaiche<Aq-sfg--l>, slocaich<Aq-sfd>, shlocaich<Aq-sfd--l>, , "
"slocanach<Aq-s>, shlocanach<Aq-s--l>, slocanaiche<Apc>, shlocanaiche<Apc--l>, , , slocanach<Aq-p>, shlocanach<Aq-p--l>, slocanaich<Aq-smg>, shlocanaich<Aq-smg--l>, slocanaiche<Aq-sfg>, shlocanaiche<Aq-sfg--l>, slocanaich<Aq-sfd>, shlocanaich<Aq-sfd--l>, , "
"sloinnte<Aq-s>, shloinnte<Aq-s--l>, sloinnte<Apc>, shloinnte<Apc--l>, , , sloinnte<Aq-p>, shloinnte<Aq-p--l>, sloinnte<Aq-smg>, shloinnte<Aq-smg--l>, sloinnte<Aq-sfg>, shloinnte<Aq-sfg--l>, sloinnte<Aq-sfd>, shloinnte<Aq-sfd--l>, , "
"sloinnteil<Aq-s>, shloinnteil<Aq-s--l>, sloinnteile<Apc>, shloinnteile<Apc--l>, , , sloinnteil<Aq-p>, shloinnteil<Aq-p--l>, sloinnteil<Aq-smg>, shloinnteil<Aq-smg--l>, sloinnteile<Aq-sfg>, shloinnteile<Aq-sfg--l>, sloinnteil<Aq-sfd>, shloinnteil<Aq-sfd--l>, , "
"sloisreach<Aq-s>, sloistreach<Aq-s>, shloisreach<Aq-s--l>, shloistreach<Aq-s--l>, sloisriche<Apc>, sloistriche<Apc>, shloisriche<Apc--l>, shloistriche<Apc--l>, , , sloisreach<Aq-p>, sloistreach<Aq-p>, shloisreach<Aq-p--l>, shloistreach<Aq-p--l>, sloisrich<Aq-smg>, sloistrich<Aq-smg>, shloisrich<Aq-smg--l>, shloistrich<Aq-smg--l>, sloisriche<Aq-sfg>, sloistriche<Aq-sfg>, shloisriche<Aq-sfg--l>, shloistriche<Aq-sfg--l>, sloisrich<Aq-sfd>, sloistrich<Aq-sfd>, shloisrich<Aq-sfd--l>, shloistrich<Aq-sfd--l>, , "
"slopach<Aq-s>, shlopach<Aq-s--l>, slopaiche<Apc>, shlopaiche<Apc--l>, , , slopach<Aq-p>, shlopach<Aq-p--l>, slopaich<Aq-smg>, shlopaich<Aq-smg--l>, slopaiche<Aq-sfg>, shlopaiche<Aq-sfg--l>, slopaich<Aq-sfd>, shlopaich<Aq-sfd--l>, , "
"sluaghach<Aq-s>, shluaghach<Aq-s--l>, sluaghaiche<Apc>, shluaghaiche<Apc--l>, , , sluaghach<Aq-p>, shluaghach<Aq-p--l>, sluaghaich<Aq-smg>, shluaghaich<Aq-smg--l>, sluaghaiche<Aq-sfg>, shluaghaiche<Aq-sfg--l>, sluaghaich<Aq-sfd>, shluaghaich<Aq-sfd--l>, , "
"sluaghail<Aq-s>, shluaghail<Aq-s--l>, sluaghaile<Apc>, shluaghaile<Apc--l>, , , sluaghail<Aq-p>, shluaghail<Aq-p--l>, sluaghail<Aq-smg>, shluaghail<Aq-smg--l>, sluaghaile<Aq-sfg>, shluaghaile<Aq-sfg--l>, sluaghail<Aq-sfd>, shluaghail<Aq-sfd--l>, , "
"sluaghmhor<Aq-s>, sluaghar<Aq-s>, shluaghmhor<Aq-s--l>, shluaghar<Aq-s--l>, sluaghmhoire<Apc>, sluaghaire<Apc>, shluaghmhoire<Apc--l>, shluaghaire<Apc--l>, , , sluaghmhor<Aq-p>, sluaghar<Aq-p>, shluaghmhor<Aq-p--l>, shluaghar<Aq-p--l>, sluaghmhoir<Aq-smg>, sluaghair<Aq-smg>, shluaghmhoir<Aq-smg--l>, shluaghair<Aq-smg--l>, sluaghmhoire<Aq-sfg>, sluaghaire<Aq-sfg>, shluaghmhoire<Aq-sfg--l>, shluaghaire<Aq-sfg--l>, sluaghmhoir<Aq-sfd>, sluaghair<Aq-sfd>, shluaghmhoir<Aq-sfd--l>, shluaghair<Aq-sfd--l>, , "
"slupach<Aq-s>, shlupach<Aq-s--l>, slupaiche<Apc>, shlupaiche<Apc--l>, , , slupach<Aq-p>, shlupach<Aq-p--l>, slupaich<Aq-smg>, shlupaich<Aq-smg--l>, slupaiche<Aq-sfg>, shlupaiche<Aq-sfg--l>, slupaich<Aq-sfd>, shlupaich<Aq-sfd--l>, , "
"slupaisteach<Aq-s>, shlupaisteach<Aq-s--l>, slupaistiche<Apc>, shlupaistiche<Apc--l>, , , slupaisteach<Aq-p>, shlupaisteach<Aq-p--l>, slupaistich<Aq-smg>, shlupaistich<Aq-smg--l>, slupaistiche<Aq-sfg>, shlupaistiche<Aq-sfg--l>, slupaistich<Aq-sfd>, shlupaistich<Aq-sfd--l>, , "
"smachdail<Aq-s>, , smachdaile<Apc>, , , , smachdail<Aq-p>, , smachdail<Aq-smg>, , smachdaile<Aq-sfg>, , smachdail<Aq-sfd>, , , "
"smàdail<Aq-s>, , smàdaile<Apc>, , , , smàdail<Aq-p>, , smàdail<Aq-smg>, , smàdaile<Aq-sfg>, , smàdail<Aq-sfd>, , , "
"smalanach<Aq-s>, , smalanaiche<Apc>, , , , smalanach<Aq-p>, , smalanaich<Aq-smg>, , smalanaiche<Aq-sfg>, , smalanaich<Aq-sfd>, , , "
"smaoin-sheachranach<Aq-s>, , smaoin-sheachranaiche<Apc>, , , , smaoin-sheachranach<Aq-p>, , smaoin-sheachranaich<Aq-smg>, , smaoin-sheachranaiche<Aq-sfg>, , smaoin-sheachranaich<Aq-sfd>, , , "
"smaoineachail<Aq-s>, , smaoineachaile<Apc>, , , , smaoineachail<Aq-p>, , smaoineachail<Aq-smg>, , smaoineachaile<Aq-sfg>, , smaoineachail<Aq-sfd>, , , "
"smaoinichte<Aq-s>, , smaoinichte<Apc>, , , , smaoinichte<Aq-p>, , smaoinichte<Aq-smg>, , smaoinichte<Aq-sfg>, , smaoinichte<Aq-sfd>, , , "
"smaointeach<Aq-s>, , smaointiche<Apc>, , , , smaointeach<Aq-p>, , smaointich<Aq-smg>, , smaointiche<Aq-sfg>, , smaointich<Aq-sfd>, , , "
"smaointeanach<Aq-s>, , smaointeanaiche<Apc>, , , , smaointeanach<Aq-p>, , smaointeanaich<Aq-smg>, , smaointeanaiche<Aq-sfg>, , smaointeanaich<Aq-sfd>, , , "
"smàragach<Aq-s>, , smàragaiche<Apc>, , , , smàragach<Aq-p>, , smàragaich<Aq-smg>, , smàragaiche<Aq-sfg>, , smàragaich<Aq-sfd>, , , "
"smeacharra<Aq-s>, , smeacharra<Apc>, , , , smeacharra<Aq-p>, , smeacharra<Aq-smg>, , smeacharra<Aq-sfg>, , smeacharra<Aq-sfd>, , , "
"smèarach<Aq-s>, , smèaraiche<Apc>, , , , smèarach<Aq-p>, , smèaraich<Aq-smg>, , smèaraiche<Aq-sfg>, , smèaraich<Aq-sfd>, , , "
"smearail<Aq-s>, , smearaile<Apc>, , , , smearail<Aq-p>, , smearail<Aq-smg>, , smearaile<Aq-sfg>, , smearail<Aq-sfd>, , , "
